gene	chr	tss
ARHGAP27	17	45432916
PLEKHM1	17	45490780
LINC02210-CRHR1	17	45620328
CRHR1	17	45784279
SPPL2C	17	45844889
MAPT	17	45894381
STH	17	45999249
KANSL1	17	46192906
LRRC37A	17	46295130
ARL17A	17	46579722
ARL17B	17	46361768
LRRC37A2	17	46512709
NSF	17	46590668
WNT3	17	46818760
WNT9B	17	46851585
GOSR2	17	46923116
RPRML	17	46979248
CDC27	17	47189312
MYL4	17	47209347
ITGB3	17	47253841
EFCAB13	17	47323960
NPEPPS	17	47531077
KPNB1	17	47649837
TBKBP1	17	47695263
TBX21	17	47733243
OSBPL7	17	47821781
MRPL10	17	47831541
LRRC46	17	47831626
SCRN2	17	47841333
SP6	17	47855874
SP2	17	47896149
PNPO	17	47941522
PRR15L	17	47957877
CDK5RAP3	17	47970955
COPZ2	17	48037806
NFE2L1	17	48048304
CBX1	17	48101198
SNX11	17	48107584
SKAP1	17	48430232
HOXB1	17	48530910
HOXB2	17	48545031
HOXB3	17	48574448
HOXB4	17	48578381
HOXB5	17	48593741
HOXB6	17	48604972
HOXB7	17	48611021
HOXB8	17	48614939
HOXB9	17	48626473
PRAC1	17	48722520
PRAC2	17	48723167
HOXB13	17	48728749
TTLL6	17	48794324
CALCOCO2	17	48830987
ATP5G1	17	48892785
UBE2Z	17	48908368
SNF8	17	48944842
GIP	17	48968593
IGF2BP1	17	48997411
B4GALNT2	17	49132966
GNGT2	17	49209400
ABI3	17	49210226
PHOSPHO1	17	49230766
FLJ40194	17	49248242
ZNF652	17	49362114
PHB	17	49414905
LINC02075	17	49461749
NGFR	17	49495292
NXPH3	17	49575935
SPOP	17	49678163
SLC35B1	17	49707951
FAM117A	17	49764156
KAT7	17	49788618
TAC4	17	49848017
DLX4	17	49972765
DLX3	17	49995224
ITGA3	17	50055967
PDK2	17	50095274
SAMD14	17	50129882
PPP1R9B	17	50150517
SGCA	17	50165984
COL1A1	17	50201639
TMEM92	17	50274426
XYLT2	17	50346031
MRPL27	17	50373201
EME1	17	50373219
LRRC59	17	50397553
ACSF2	17	50426157
CHAD	17	50468866
RSAD1	17	50478799
MYCBPAP	17	50508383
EPN3	17	50532686
SPATA20	17	50547088
CACNA1G	17	50561067
ABCC3	17	50634856
ANKRD40	17	50707909
LUC7L3	17	50719564
LINC00483	17	50767515
WFIKKN2	17	50835243
TOB1	17	50866354
TOB1-AS1	17	50866678
SPAG9	17	51120865
NME1-NME2	17	51153535
NME1	17	51153558
NME2	17	51166271
MBTD1	17	51260066
UTP18	17	51260535
LINC02071	17	51335162
CA10	17	52158772
C17orf112	17	52985519
KIF2B	17	53822877
TOM1L1	17	54900690
COX11	17	54968785
STXBP4	17	54968764
HLF	17	55264959
MMD	17	55421980
TMEM100	17	55722864
PCTP	17	55750978
ANKFN1	17	56153474
NOG	17	56593698
C17orf67	17	56833895
DGKE	17	56834098
TRIM25	17	56914048
COIL	17	56961050
SCPEP1	17	56978106
AKAP1	17	57085191
MSI2	17	57256569
CCDC182	17	57745329
MRPS23	17	57850072
CUEDC1	17	57955323
VEZF1	17	57988254
SRSF1	17	58007346
DYNLL2	17	58083418
OR4D1	17	58155153
OR4D2	17	58169655
EPX	17	58192723
MKS1	17	58219305
LPO	17	58238425
MPO	17	58280935
TSPOAP1	17	58328791
SUPT4H1	17	58352238
RNF43	17	58417582
HSF5	17	58488401
MTMR4	17	58517890
SEPT4	17	58529467
C17orf47	17	58544372
TEX14	17	58692055
RAD51C	17	58692572
PPM1E	17	58755868
TRIM37	17	59106921
SKA2	17	59155439
PRR11	17	59155498
SMG8	17	59210009
GDPD1	17	59220466
YPEL2	17	59331691
LINC01476	17	59526857
DHX40	17	59565524
CLTC	17	59619688
PTRH2	17	59707598
VMP1	17	59707464
TUBD1	17	59892945
RPS6KB1	17	59893045
RNFT1	17	59964756
TBC1D3P1-DHX40P1	17	60019052
HEATR6	17	60078931
CA4	17	60149935
USP32	17	60392225
C17orf64	17	60422503
APPBP2	17	60526240
LINC01999	17	60564545
PPM1D	17	60600182
BCAS3	17	60677810
TBX2	17	61399895
C17orf82	17	61411750
TBX4	17	61456487
NACA2	17	61591202
BRIP1	17	61863559
INTS2	17	61928016
MED13	17	62065282
EFCAB3	17	62380552
METTL2A	17	62423884
TLK2	17	62479024
MRC2	17	62627400
MARCH10	17	62808381
TANC2	17	63009536
CYB561	17	63446361
ACE	17	63484816
KCNH6	17	63523333
DCAF7	17	63550434
TACO1	17	63600871
MAP3K3	17	63622440
LIMD2	17	63700159
STRADA	17	63741970
CCDC47	17	63773728
DDX42	17	63774188
FTSJ3	17	63827671
PSMC5	17	63827409
SMARCD2	17	63842991
CSH2	17	63873729
GH2	17	63881942
CSH1	17	63896661
CSHL1	17	63911328
GH1	17	63918852
CD79B	17	63932354
SCN4A	17	63972918
PRR29-AS1	17	63999899
PRR29	17	63998350
ICAM2	17	64020634
ERN1	17	64130142
SNHG25	17	64145969
TEX2	17	64263323
PECAM1	17	64329723
MILR1	17	64465451
POLG2	17	64497066
DDX5	17	64506521
CEP95	17	64506735
SMURF2	17	64662268
ARHGAP27P1-BPTFP1-KPNA2P3	17	64781999
LRRC37A3	17	64919480
GNA13	17	65056802
RGS9	17	65137337
CRAT40	17	65457540
AXIN2	17	65561622
CEP112	17	65826543
APOH	17	66229438
PRKCA	17	66302807
CACNG5	17	66877272
CACNG4	17	66964863
CACNG1	17	67044535
HELZ	17	67245203
PSMD12	17	67366627
PITPNC1	17	67377280
NOL11	17	67717832
BPTF	17	67825663
C17orf58	17	67993649
KPNA2	17	68035601
AMZ2	17	68248003
ARSG	17	68259181
SLC16A6	17	68291264
WIPI1	17	68457524
PRKAR1A	17	68512378
FAM20A	17	68600954
LINC01482	17	68628153
ABCA8	17	68955392
ABCA9	17	69060995
ABCA6	17	69141874
ABCA10	17	69244815
PRO1804	17	69235012
ABCA5	17	69315633
MAP2K6	17	69414696
LINC01483	17	69593986
LINC01497	17	69961706
LINC01028	17	70051270
KCNJ16	17	70075224
KCNJ2	17	70169534
CASC17	17	71202179
LINC02095	17	72025979
LINC01152	17	72030653
LINC02097	17	72072332
SOX9-AS1	17	72120793
SOX9	17	72121019
LINC02003	17	72342810
LINC00511	17	72640472
SLC39A11	17	73092714
SSTR2	17	73165020
COG1	17	73193033
FAM104A	17	73232394
C17orf80	17	73232621
CPSF4L	17	73261880
CDC42EP4	17	73312004
SDK2	17	73644088
LINC00469	17	73828537
LINC02092	17	73786821
RPL38	17	74203655
TTYH2	17	74213556
DNAI2	17	74274246
KIF19	17	74326211
BTBD17	17	74361819
GPR142	17	74367505
GPRC5C	17	74433696
CD300A	17	74466382
CD300LB	17	74531474
CD300C	17	74546171
CD300LD	17	74592231
CD300E	17	74623758
CD300LF	17	74713000
RAB37	17	74737216
SLC9A3R1	17	74748611
NAT9	17	74776425
TMEM104	17	74776482
GRIN2C	17	74859884
FDXR	17	74873031
FADS6	17	74893811
USH1G	17	74923263
OTOP2	17	74924274
OTOP3	17	74935801
HID1	17	74972805
CDR2L	17	74987631
MRPL58	17	75012663
ATP5H	17	75046979
KCTD2	17	75047183
SLC16A5	17	75087940
ARMC7	17	75109951
NT5C	17	75131795
HN1	17	75154683
SUMO2	17	75183003
NUP85	17	75205449
GGA3	17	75261661
MRPS7	17	75261667
MIF4GD	17	75271230
SLC25A19	17	75289449
GRB2	17	75405708
TMEM94	17	75456463
CASKIN2	17	75515583
TSEN54	17	75516527
LLGL2	17	75525701
MYO15B	17	75588057
SMIM5	17	75633433
SMIM6	17	75646565
RECQL5	17	75667189
SAP30BP	17	75667115
ITGB4	17	75721327
GALK1	17	75765199
H3F3B	17	75779935
UNK	17	75784838
UNC13D	17	75844717
WBP2	17	75855420
TRIM47	17	75878575
TRIM65	17	75897003
MRPL38	17	75905100
FBF1	17	75938232
ACOX1	17	75979434
TEN1	17	75979216
TEN1-CDK3	17	75979216
CDK3	17	76000905
EVPL	17	76027452
SRP68	17	76072526
GALR2	17	76074800
ZACN	17	76079181
EXOC7	17	76103787
FOXJ1	17	76141299
RNF157	17	76240309
UBALD2	17	76265204
QRICH2	17	76307680
PRPSAP1	17	76354149
SPHK1	17	76384608
UBE2O	17	76453206
AANAT	17	76467547
RHBDF2	17	76501427
CYGB	17	76537905
PRCD	17	76540038
SNHG16	17	76557763
ST6GALNAC2	17	76586063
ST6GALNAC1	17	76643838
MXRA7	17	76711005
JMJD6	17	76726799
METTL23	17	76726829
SRSF2	17	76737411
MFSD11	17	76737500
LINC02080	17	76799043
LINC00868	17	76856165
MGAT5B	17	76868715
SNHG20	17	77088642
SEC14L1	17	77140922
SEPT9	17	77281409
LINC01987	17	77728559
LINC01973	17	77884087
TNRC6C	17	78004236
TNRC6C-AS1	17	78111799
TMC6	17	78128794
TMC8	17	78130777
C17orf99	17	78146352
SYNGR2	17	78168544
TK1	17	78187204
AFMID	17	78187316
BIRC5	17	78214195
TMEM235	17	78231309
LINC01993	17	78278492
SOCS3	17	78360079
PGS1	17	78378617
DNAH17	17	78577394
DNAH17-AS1	17	78484909
LINC02081	17	78632057
CYTH1	17	78782342
USP36	17	78840527
TIMP2	17	78925390
CEP295NL	17	78903217
LGALS3BP	17	78979979
CANT1	17	79009817
C1QTNF1	17	79024069
ENGASE	17	79074936
RBFOX3	17	79516148
LINC02078	17	79707265
ENPP7	17	79731102
CBX2	17	79778177
CBX8	17	79797116
CBX4	17	79839414
LINC01979	17	79926725
LINC01978	17	79919356
TBC1D16	17	79950857
CCDC40	17	80036631
GAA	17	80101525
EIF4A3	17	80147183
CARD14	17	80178507
SGSH	17	80220400
SLC26A11	17	80220400
RNF213	17	80260860
ENDOV	17	80415166
NPTX1	17	80476604
RPTOR	17	80544824
CHMP6	17	80991840
BAIAP2-AS1	17	81034719
BAIAP2	17	81035146
AATK	17	81131948
AATK-AS1	17	81165506
CEP131	17	81222989
TEPSIN	17	81239091
NDUFAF8	17	81239310
SLC38A10	17	81295339
LINC00482	17	81309248
TMEM105	17	81330674
BAHCC1	17	81399720
ACTG1	17	81512866
FSCN2	17	81528390
FAAP100	17	81552403
NPLOC4	17	81637153
TSPAN10	17	81642304
PDE6G	17	81656577
OXLD1	17	81666637
CCDC137	17	81666730
ARL16	17	81683924
HGS	17	81683931
MRPL12	17	81703369
SLC25A10	17	81712235
GCGR	17	81804131
MCRIP1	17	81833294
PPP1R27	17	81835050
P4HB	17	81860668
ARHGDIA	17	81871406
ALYREF	17	81891586
ANAPC11	17	81891712
NPB	17	81902108
PCYT2	17	81911477
SIRT7	17	81918182
MAFG	17	81927711
PYCR1	17	81937328
MYADML2	17	81947233
NOTUM	17	81961181
ASPSCR1	17	81977549
CENPX	17	82022909
LRRC45	17	82023301
RAC3	17	82031655
DCXR	17	82037697
RFNG	17	82051774
GPS1	17	82051864
DUS1L	17	82065821
FASN	17	82098230
CCDC57	17	82212813
SLC16A3	17	82228405
CSNK1D	17	82273718
LINC01970	17	82292814
CD7	17	82317604
SECTM1	17	82334045
TEX19	17	82359246
UTS2R	17	82374276
OGFOD3	17	82418637
HEXDC	17	82418375
C17orf62	17	82450831
NARF	17	82458663
FOXK2	17	82519717
WDR45B	17	82648535
RAB40B	17	82698722
FN3KRP	17	82716705
FN3K	17	82735575
TBCD	17	82752063
ZNF750	17	82840055
B3GNTL1	17	83051810
METRNL	17	83079690
USP14	18	158482
THOC1	18	268059
COLEC12	18	500729
LINC01925	18	515294
CETN1	18	580342
CLUL1	18	596997
TYMS	18	657603
ENOSF1	18	712662
YES1	18	812326
ADCYAP1	18	905195
LINC00470	18	1359629
METTL4	18	2571503
NDC80	18	2571510
SMCHD1	18	2655886
EMILIN2	18	2847029
LPIN2	18	3011947
MYOM1	18	3220108
MYL12A	18	3247529
MYL12B	18	3262112
TGIF1	18	3449650
GAPLINC	18	3466249
DLGAP1	18	3845358
AKAIN1	18	5197256
LINC00526	18	5238029
LINC00667	18	5238099
ZBTB14	18	5296195
EPB41L3	18	5544310
MIR3976HG	18	5748818
TMEM200C	18	5895954
L3MBTL4	18	6414911
L3MBTL4-AS1	18	6256743
LINC01387	18	6511415
ARHGAP28	18	6834432
LINC00668	18	6929869
LAMA1	18	7117814
LRRC30	18	7231138
PTPRM	18	7567315
RAB12	18	8609444
MTCL1	18	8717370
NDUFV2	18	9102629
ANKRD12	18	9136752
TWSG1	18	9334766
RALBP1	18	9475531
PPP4R1	18	9614607
PPP4R1-AS1	18	9614806
RAB31	18	9708230
TXNDC2	18	9885725
VAPA	18	9913957
LINC01254	18	10414370
APCDD1	18	10454627
NAPG	18	10525875
PIEZO2	18	11148762
LINC01255	18	11490047
SLC35G4	18	11609557
GNAL	18	11751471
CHMP1B	18	11851389
MPPE1	18	11908797
IMPA2	18	11981427
ANKRD62	18	12093848
CIDEA	18	12254360
TUBB6	18	12308058
AFG3L2	18	12377276
PRELID3A	18	12407895
SPIRE1	18	12657913
CEP76	18	12702777
PSMG2	18	12702987
LINC01882	18	12749422
PTPN2	18	12884335
SEH1L	18	12947983
CEP192	18	12991361
LDLRAD4	18	13611463
FAM210A	18	13726592
RNMT	18	13726659
MC5R	18	13825543
MC2R	18	13915536
ZNF519	18	14132490
POTEC	18	14543600
ANKRD30B	18	14748239
LINC01443	18	14946266
LINC01444	18	14970468
ROCK1	18	21111851
GREB1L	18	21242241
ESCO1	18	21600732
SNRPD1	18	21612268
ABHD3	18	21704805
MIB1	18	21741328
GATA6	18	22169436
CTAGE1	18	22417915
RBBP8	18	22933875
CABLES1	18	23134563
TMEM241	18	23437969
RIOK3	18	23453220
C18orf8	18	23503469
NPC1	18	23586617
ANKRD29	18	23662885
LAMA3	18	23689442
TTC39C	18	24014419
CABYR	18	24138955
OSBPL1A	18	24272232
IMPACT	18	24426644
HRH4	18	24460628
LINC01915	18	24628181
ZNF521	18	25352250
SS18	18	26090647
PSMA8	18	26133851
TAF4B	18	26226882
LINC01543	18	26422994
KCTD1	18	26640344
PCAT18	18	26703638
AQP4	18	26865844
CHST9	18	27185338
CDH2	18	28177446
DSC3	18	31042815
DSC2	18	31102432
DSC1	18	31162856
DSG1	18	31318088
DSG4	18	31376776
DSG3	18	31447768
DSG2	18	31498003
TTR	18	31591766
B4GALT6	18	31684723
SLC25A52	18	31760880
TRAPPC8	18	31943128
RNF125	18	32018481
RNF138	18	32092605
MEP1B	18	32190023
GAREM1	18	32470484
KLHL14	18	32773011
CCDC178	18	33440081
ASXL3	18	33578576
NOL4	18	34223551
DTNA	18	34755975
MAPRE2	18	35041359
ZNF397	18	35241029
ZSCAN30	18	35290245
ZNF24	18	35344467
ZNF396	18	35377337
INO80C	18	35497991
GALNT1	18	35654568
C18orf21	18	35972624
RPRD1A	18	36067594
SLC39A6	18	36129394
ELP2	18	36129873
MOCOS	18	36187516
FHOD3	18	36297695
TPGS2	18	36829216
KIAA1328	18	36829105
CELF4	18	37566037
MIR924HG	18	39751995
LINC01477	18	40066285
KC6	18	41520597
PIK3C3	18	41955197
LINC00907	18	42186667
RIT2	18	43115692
SYT4	18	43277650
LINC01478	18	44531697
SETBP1	18	44680897
SLC14A2	18	45614800
SLC14A1	18	45724126
SIGLEC15	18	45825579
EPG5	18	45967339
PSTPIP2	18	46072284
ATP5A1	18	46098353
HAUS1	18	46104331
C18orf25	18	46174021
RNF165	18	46334223
LOXHD1	18	46519086
ST8SIA5	18	46757169
PIAS2	18	46917532
KATNAL2	18	46946823
ELOA3B	18	46964408
ELOA3D	18	46964644
ELOA2	18	47035617
HDHD2	18	47150500
IER3IP1	18	47176374
SKOR2	18	47249183
SMAD2	18	47931146
ZBTB7C	18	48137309
CTIF	18	48539055
SMAD7	18	48950711
DYM	18	49460709
C18orf32	18	49487274
RPL17-C18orf32	18	49491584
RPL17	18	49492565
LIPG	18	49562030
ACAA2	18	49813881
MYO5B	18	50195081
CFAP53	18	50266522
MBD1	18	50281774
CXXC1	18	50288322
SKA1	18	50375021
MAPK4	18	50560113
MRO	18	50820064
ME2	18	50879061
ELAC1	18	50968016
SMAD4	18	51030212
MEX3C	18	51197681
LINC01630	18	51392041
DCC	18	52340171
LINC01919	18	53568446
LINC01917	18	53581059
MBD2	18	54224788
POLI	18	54269478
STARD6	18	54354573
C18orf54	18	54357916
DYNAP	18	54591158
RAB27B	18	54828476
CCDC68	18	54959508
LINC01929	18	55124306
TCF4	18	55586119
LINC01415	18	55781725
LINC01416	18	55920199
LINC01539	18	56137536
TXNL1	18	56638689
WDR7	18	56651384
LINC-ROR	18	57072119
BOD1L2	18	57147061
ST8SIA3	18	57352489
ONECUT2	18	57435684
FECH	18	57586737
NARS	18	57621945
ATP8B1	18	57803095
NEDD4L	18	58149332
ALPK2	18	58628957
MALT1	18	58671385
ZNF532	18	58862599
SEC11C	18	59139856
GRP	18	59220167
RAX	18	59273393
CPLX4	18	59318649
LMAN1	18	59359276
CCBE1	18	59697412
PMAIP1	18	59899959
MC4R	18	60372768
CDH20	18	61333581
LINC01544	18	61748175
RNF152	18	61893071
PIGN	18	62187056
KIAA1468	18	62187290
TNFRSF11A	18	62325286
ZCCHC2	18	62523424
PHLPP1	18	62715438
BCL2	18	63319380
KDSR	18	63367273
VPS4B	18	63422519
SERPINB5	18	63476910
SERPINB12	18	63556159
SERPINB13	18	63587299
SERPINB4	18	63644319
SERPINB3	18	63661963
SERPINB11	18	63702958
SERPINB7	18	63775374
SERPINB2	18	63887704
SERPINB10	18	63907989
HMSD	18	63949353
SERPINB8	18	63970028
LINC00305	18	64149026
LINC01924	18	64104090
LINC01538	18	64260055
CDH7	18	65750651
CDH19	18	66604138
DSEL	18	67516730
TMX3	18	68715116
CCDC102B	18	68798079
DOK6	18	69401047
CD226	18	69957176
RTTN	18	70205726
SOCS6	18	70288900
LINC01909	18	70335438
LINC01910	18	70384591
GTSCR1	18	70650857
LINC01541	18	71578956
LINC01899	18	71782226
CBLN2	18	72544488
NETO1	18	72867575
FBXO15	18	74147764
TIMM21	18	74148510
CYB5A	18	74292016
C18orf63	18	74315874
LINC01922	18	74409447
FAM69C	18	74457268
CNDP2	18	74496264
CNDP1	18	74534456
LINC00909	18	74597835
ZNF407	18	74630962
ZADH2	18	75209348
TSHZ1	18	75210754
SMIM21	18	75427703
LINC01898	18	75712403
ZNF516	18	76495190
C18orf65	18	76495520
LINC00908	18	76528654
LINC00683	18	76619776
LINC01927	18	76639011
LINC01879	18	76690028
ZNF236	18	76824159
MBP	18	77017099
GALR1	18	77250051
LINC01029	18	77993727
SALL3	18	78980274
ATP9B	18	79069274
NFATC1	18	79395771
CTDP1	18	79679800
KCNG2	18	79863667
PQLC1	18	79951653
HSBP1L1	18	79964581
TXNL4A	18	79988592
RBFA	18	80034345
RBFADN	18	80067255
ADNP2	18	80109030
PARD6G	18	80247514
OR4F17	19	110678
LINC01002	19	202209
PLPP2	19	291435
MIER2	19	344841
THEG	19	376013
C2CD4C	19	409170
SHC2	19	460996
ODF3L2	19	474983
MADCAM1	19	496489
TPGS1	19	507496
CDC34	19	531732
GZMM	19	544033
BSG	19	572453
HCN2	19	589892
POLRMT	19	633568
FGF22	19	639925
RNF126	19	663233
FSTL3	19	676388
PRSS57	19	695461
PALM	19	708952
MISP	19	751112
PTBP1	19	797391
PLPPR3	19	821952
AZU1	19	827825
PRTN3	19	840984
ELANE	19	852208
CFD	19	859658
MED16	19	893218
R3HDM4	19	913225
KISS1R	19	917341
ARID3A	19	926036
WDR18	19	984327
GRIN3B	19	1000418
TMEM259	19	1021142
CNN2	19	1026274
ABCA7	19	1040102
ARHGAP45	19	1067165
POLR2E	19	1095392
GPX4	19	1103925
SBNO2	19	1174283
STK11	19	1205798
CBARP	19	1237991
ATP5D	19	1241749
MIDN	19	1248552
CIRBP	19	1269267
C19orf24	19	1275520
EFNA2	19	1286153
MUM1	19	1354976
NDUFS7	19	1383883
GAMT	19	1401570
DAZAP1	19	1407568
RPS15	19	1438363
APC2	19	1450148
C19orf25	19	1479229
PCSK4	19	1490450
REEP6	19	1491004
ADAMTSL5	19	1513189
PLK5	19	1524073
MEX3D	19	1568058
MBD3	19	1592761
UQCR11	19	1605484
TCF3	19	1652329
ONECUT3	19	1753662
ATP8B3	19	1812276
REXO1	19	1848453
KLF16	19	1863565
ABHD17A	19	1885519
ADAT3	19	1905213
SCAMP4	19	1905213
CSNK1G2	19	1941161
BTBD2	19	2015703
MKNK2	19	2051244
MOB3A	19	2096270
IZUMO4	19	2096868
AP3D1	19	2151557
DOT1L	19	2164148
PLEKHJ1	19	2236353
SF3A2	19	2236816
AMH	19	2249278
JSRP1	19	2256423
OAZ1	19	2269485
C19orf35	19	2282182
LINGO3	19	2308157
LSM7	19	2328615
SPPL2B	19	2328629
TMPRSS9	19	2389770
TIMM13	19	2427916
LMNB2	19	2456968
LINC01775	19	2462185
GADD45B	19	2476124
GNG7	19	2702748
DIRAS1	19	2721392
SLC39A3	19	2740076
SGTA	19	2783356
THOP1	19	2785459
ZNF554	19	2819873
ZNF555	19	2841434
ZNF556	19	2867334
ZNF57	19	2900897
ZNF77	19	2944971
TLE6	19	2977537
TLE2	19	3029167
AES	19	3062373
GNA11	19	3094409
GNA15	19	3136031
S1PR4	19	3178737
NCLN	19	3185876
CELF5	19	3224702
NFIC	19	3366566
SMIM24	19	3480542
DOHH	19	3500623
FZR1	19	3522955
C19orf71	19	3539156
MFSD12	19	3557584
HMG20B	19	3572944
GIPC3	19	3585570
TBXA2R	19	3606833
CACTIN	19	3626815
PIP5K1C	19	3700479
TJP3	19	3708336
APBA3	19	3761675
MRPL54	19	3762666
RAX2	19	3772221
MATK	19	3786417
ZFR2	19	3869029
ATCAY	19	3880619
NMRK2	19	3933102
DAPK3	19	3971123
EEF2	19	3985463
PIAS4	19	4007597
ZBTB7A	19	4066945
MAP2K2	19	4124129
CREB3L3	19	4153600
SIRT6	19	4182604
ANKRD24	19	4183353
EBI3	19	4229542
CCDC94	19	4247069
SHD	19	4278600
TMIGD2	19	4302431
FSD1	19	4304593
STAP2	19	4338850
MPND	19	4343526
SH3GL1	19	4400568
CHAF1A	19	4402662
UBXN6	19	4457794
HDGFRP2	19	4472195
PLIN4	19	4517704
PLIN5	19	4535196
LRG1	19	4540024
SEMA6B	19	4559759
TNFAIP8L1	19	4639514
MYDGF	19	4670403
DPP9	19	4723843
MIR7-3HG	19	4769104
FEM1A	19	4791715
TICAM1	19	4831742
PLIN3	19	4867768
ARRDC5	19	4902867
UHRF1	19	4910366
KDM4B	19	4969112
PTPRS	19	5340803
ZNRF4	19	5455414
TINCR	19	5568034
SAFB2	19	5622927
SAFB	19	5623034
C19orf70	19	5680896
HSD11B1L	19	5680764
RPL36	19	5690334
LONP1	19	5720165
CATSPERD	19	5720676
PRR22	19	5784765
DUS3L	19	5791238
NRTN	19	5823801
FUT6	19	5839731
FUT3	19	5851474
FUT5	19	5870540
NDUFA11	19	5904013
VMAC	19	5904840
CAPS	19	5913643
RANBP3	19	5978309
RFX2	19	6110653
ACSBG2	19	6135632
MLLT1	19	6279948
ACER1	19	6333629
CLPP	19	6361451
ALKBH7	19	6372432
PSPN	19	6375916
GTF2F1	19	6393280
KHSRP	19	6424811
SLC25A41	19	6433779
SLC25A23	19	6459770
CRB3	19	6464237
DENND1C	19	6481808
TUBB4A	19	6502584
TNFSF9	19	6530998
CD70	19	6591152
TNFSF14	19	6670588
C3	19	6720682
GPR108	19	6737622
TRIP10	19	6739681
SH2D3A	19	6767512
VAV1	19	6772667
ADGRE1	19	6887548
MBD3L5	19	7030582
MBD3L4	19	7040173
MBD3L2	19	7049339
MBD3L3	19	7058634
ZNF557	19	7069459
INSR	19	7294302
ARHGEF18	19	7395112
PEX11G	19	7489038
C19orf45	19	7497558
ZNF358	19	7516117
MCOLN1	19	7522609
PNPLA6	19	7534151
CAMSAP3	19	7595901
XAB2	19	7629553
PET100	19	7629784
PCP2	19	7633748
STXBP2	19	7637100
RETN	19	7669085
MCEMP1	19	7677056
TRAPPC5	19	7680820
FCER2	19	7702146
CLEC4G	19	7732171
CD209	19	7747578
CLEC4M	19	7763148
EVI5L	19	7830274
PRR36	19	7874441
LRRC8E	19	7888504
MAP2K7	19	7903779
TGFBR3L	19	7916146
SNAPC2	19	7920308
CTXN1	19	7926166
TIMM44	19	7943823
ELAVL1	19	8005645
CCL25	19	8052761
FBN3	19	8149846
CERS4	19	8209332
CD320	19	8308356
NDUFA7	19	8321413
RPS28	19	8321499
KANK3	19	8343262
ANGPTL4	19	8364126
RAB11B	19	8390320
MARCH2	19	8413302
HNRNPM	19	8444918
PRAM1	19	8502654
ZNF414	19	8514164
MYO1F	19	8577447
ADAMTS10	19	8610735
ACTL9	19	8698830
OR2Z1	19	8730953
ZNF558	19	8832304
MBD3L1	19	8842592
MUC16	19	8981342
OR1M1	19	9093244
OR7G2	19	9103306
OR7G1	19	9115763
OR7G3	19	9126950
ZNF317	19	9140379
OR7D2	19	9185593
OR7D4	19	9214871
OR7E24	19	9251043
ZNF699	19	9309714
ZNF559	19	9323771
ZNF559-ZNF177	19	9324225
ZNF177	19	9363019
ZNF266	19	9435578
ZNF560	19	9498603
ZNF426	19	9538645
ZNF121	19	9584533
ZNF561	19	9621240
ZNF561-AS1	19	9621481
ZNF562	19	9675100
ZNF846	19	9768734
FBXL12	19	9819103
UBL5	19	9827891
PIN1	19	9835206
OLFM2	19	9936552
COL5A3	19	10010471
RDH8	19	10013248
C19orf66	19	10086118
ANGPTL6	19	10102749
PPAN	19	10106222
PPAN-P2RY11	19	10106222
P2RY11	19	10111520
EIF3G	19	10119924
DNMT1	19	10195135
S1PR2	19	10231272
MRPL4	19	10251963
ICAM1	19	10270840
ICAM4	19	10286966
ICAM5	19	10289978
ZGLP1	19	10309557
FDX1L	19	10316015
RAVER1	19	10333638
ICAM3	19	10339834
TYK2	19	10380572
CDC37	19	10403595
PDE4A	19	10452956
KEAP1	19	10502805
S1PR5	19	10517450
ATG4D	19	10543893
KRI1	19	10566026
CDKN2D	19	10568955
AP1M2	19	10587315
SLC44A2	19	10625494
ILF3-AS1	19	10653872
ILF3	19	10654260
QTRT1	19	10701435
DNM2	19	10718052
TMED1	19	10836307
C19orf38	19	10848429
CARM1	19	10871576
YIPF2	19	10928667
TIMM29	19	10928747
SMARCA4	19	10984151
LDLR	19	11089361
SPC24	19	11155812
KANK2	19	11194590
DOCK6	19	11262492
ANGPTL8	19	11239618
TSPAN16	19	11296138
RAB3D	19	11339668
TMEM205	19	11346305
CCDC159	19	11346504
PLPPR2	19	11355385
SWSAP1	19	11374706
EPOR	19	11384342
RGL3	19	11419342
CCDC151	19	11435159
PRKCSH	19	11435256
ELAVL3	19	11480988
ZNF653	19	11505923
ECSIT	19	11529172
CNN1	19	11538716
ELOF1	19	11559236
ACP5	19	11579008
ZNF627	19	11597419
ZNF823	19	11739009
ZNF441	19	11766999
ZNF491	19	11798575
ZNF440	19	11814291
ZNF439	19	11848732
ZNF69	19	11887783
ZNF700	19	11925067
ZNF763	19	11965053
ZNF433	19	12035741
ZNF878	19	12052967
ZNF844	19	12064698
ZNF20	19	12140407
ZNF625-ZNF20	19	12156731
ZNF625	19	12156731
ZNF136	19	12163046
ZNF44	19	12294899
ZNF563	19	12333720
ZNF442	19	12365661
ZNF799	19	12401274
ZNF443	19	12441112
ZNF709	19	12484818
ZNF564	19	12551542
ZNF490	19	12610809
ZNF791	19	12610917
MAN2B1	19	12666777
WDR83	19	12666803
WDR83OS	19	12669651
DHPS	19	12681887
FBXW9	19	12696641
TNPO2	19	12722291
C19orf43	19	12734775
ASNA1	19	12737458
BEST2	19	12752592
HOOK2	19	12775620
JUNB	19	12791495
PRDX2	19	12801910
RNASEH2A	19	12806613
RTBDN	19	12830675
MAST1	19	12838444
DNASE2	19	12881521
KLF1	19	12887203
